anime_title,anime_original_title,anime_type,anime_release_year,anime_episode_count,anime_status,anime_studio,anime_synopsis,anime_poster_image_url,anime_banner_image_url,anime_rating_avg,anime_rating_count,anime_favorite_count,manga_title,manga_original_title,manga_author,manga_illustrator,manga_publisher,manga_status,manga_description,manga_cover_image_url,manga_banner_image_url,manga_rating_avg,manga_rating_count,manga_favorite_count,genres,studio_tag,anime_season_label,anime_episode_from,anime_episode_to,manga_volume_from,manga_volume_to,manga_chapter_from,manga_chapter_to,continue_volume,continue_chapter,mapping_text,mapping_description,source_note
Baby Steps,ベイビーステップ,TVA,2014,25,COMPLETED,Studio Pierrot,"Based on the original manga by Hikaru Katsuki, Baby Steps centers on a honor student named Eiichiro Maruo who becomes frustrated with his life and decides to join the tennis club. Despite lacking experience and physical strength, he utilizes his studious nature to develop a strategic approach to playing tennis. Taking notes of his opponents’ habits and tendencies, he is able to predict their next move before they even react. He also meets Natsu Takasaki, a beautiful girl with a passion for tennis. With her help, he aims to become a professional tennis player.



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20510-S72XBO504JWD.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/n20510-9SKDDNdPJlx5.jpg,3.8,,,Baby Steps,Langkah Bayi,KATSUKI Hikaru,KATSUKI Hikaru,Kodansha,COMPLETED,"From K-Manga:  
Eiichiro Maruo is a straight-A student who decides to take up tennis as a side hobby upon entering high school. At the tennis school, he runs into Natsu. A bit airheaded, but nobody can beat her in passion for the sport. Soon, Eiichiro gets addicted to tennis and when he applies his academic skills to improving his game, the results will change his life forever!

Note: Won the 38th Kodansha Manga Award in the Best Shōnen Manga category in 2014.",https://cdn.mangaupdates.com/image/i267430.jpg,,4.3,,,Comedy;Drama;Romance;School Life;Shounen;Slice of Life;Sports,Studio Pierrot,,1,25,1,8,1,72,8,73,애니 시청 후 원작 8권 73화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 8, Chap 73 (S2) / 종료: Vol 8, Chap 72 (S1) / Vol 19, Chap 181 (S2)"
HaNaYaMaTa,ハナヤマタ,TVA,2014,12,COMPLETED,MADHOUSE,"Normal appearance, normal intelligence, normal in arts and sports... just normal. This is the entirely normal 14-year-old, Naru Sekiya. While she admires ""Heroines"" she continues to live a normal life until one moonlit night she meets a fairy. This foreign girl then guides her into the extraordinary world of the yosakoi dance.


(Source: Manga Time Kirara)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20575-SKNc01MWDyCi.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/n20575-Em9HyKKRkilJ.jpg,3.5,,,Hana Yamata,Hana-Yamata,HAMAYUMIBA Sou,HAMAYUMIBA Sou,Houbunsha,COMPLETED,"Normal appearance, normal intelligence, normal in arts and sports... just normal. This is the entirely normal 14-year-old girl, Sekiya Naru. While she admires and wishes to emulate fairy tale heroines, she continues to live a normal life until one moonlit night, she meets a ""fairy."" A fairy who will guide her into the amazing new world of Yosakoi dance.",https://cdn.mangaupdates.com/image/i275020.png,,3.5,,,Comedy;Drama;School Life;Seinen;Slice of Life,MADHOUSE,,1,12,,,,,,,,,
Hinomaru Sumo,火ノ丸相撲,TVA,2018,24,COMPLETED,GONZO,"It is a divine ritual, a martial art, a combat sport—it's sumo!!



A ""small"" new student, Ushio Hinomaru, appears before the weak little sumo club of Oodachi High School! The words ""big"" and ""heavy"" are the rules to this sport, which does not fit this newbie any inch, but this guy goes and does what...!? Ushio and the small sumo club climbs its way to the top!



The goal is Hinoshita Kaisan (A title for the highest rank in professional sumo, equivalent of Yokozuna)!



A fired up high school sumo tale—no retakes allowed!!



(Source: MangaHelpers)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx100990-NJ5mqZkYlW6y.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/100990-9ccyloqa2AHb.jpg,3.6,,,Hinomaru-Zumou,Hinomaru Sumo,Kawada,Kawada,Shueisha,COMPLETED,"From Shueisha:  
The weak sumo club of Odachi High School welcomes a new ""small"" member, Hinomaru Ushio. Everyone thinks he's too small for this sport, where having a ""big"" and ""heavy"" body is crucial, until they reveal his past! The goal is to become a yokozuna, the highest rank in sumo wrestling. Fired up high school sumo begins now!

Hinoshita Kaisan is the highest rank in professional sumo, equivalent of Yokozuna.

[Read for FREE on Manga Plus](https://mangaplus.shueisha.co.jp/titles/100031)",https://cdn.mangaupdates.com/image/i302417.png,,3.8,,,Action;Drama;Martial Arts;School Life;Shounen;Sports,GONZO,,1,24,1,18,1,154,18,155,애니 시청 후 원작 18권 155화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 18, Chap 154"
The Seven Deadly Sins: Four Knights of the Apocalypse,七つの大罪 黙示録の四騎士,TVA,2023,24,COMPLETED,Telecom Animation Film,"Percival is a kind boy who lives out on the frontier called ""Finger of God"" along with his grandfather. However, the world was not kind enough to let peace and tranquility last for long. An encounter with a mysterious knight changed their destiny, and a shocking truth comes to light. The boy then sets off on an endless journey.



(Source: Kodansha USA)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx148862-ctw1sn45I4ZX.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/148862-AaWylYjSNEW0.jpg,3.6,,,Mokushiroku no Yonkishi,Four Knights of the Apocalypse,SUZUKI Nakaba,SUZUKI Nakaba,Kodansha,ONGOING,"From Kodansha:  
Percival has always lived with his grandfather on God’s Finger, a remote haven that sits high above the clouds. And though he loves the simple life, he secretly longs for adventure. But Percival’s life is changed forever when an intruder, who shares a shocking connection with him, tears away everything he’s ever known. With nothing left to do but chase down the one who took everything from him, Percival sets out on his own. During his journey, the sheltered boy discovers that there are a lot of things he doesn’t know about normal life. Luckily, he meets friends along the way who can help him get by but how will they react when they find out about Percival’s destiny and how it’s connected to the end of the world?

[Official English](https://www.azuki.co/series/four-knights-of-the-apocalypse)",https://cdn.mangaupdates.com/image/i522418.jpg,,3.4,,,Action;Adventure;Comedy;Drama;Fantasy;Shounen;Supernatural,Telecom Animation Film,,1,24,1,9,1,77,9,78,애니 시청 후 원작 9권 78화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 9, Chap 77 (S2) / 종료: Vol 9, Chap 77 (S1) / Vol 14, Chap 120 Page 12 (S2)"
Level 1 Demon Lord and One Room Hero,Lv1魔王とワンルーム勇者,TVA,2023,12,COMPLETED,SILVER LINK.,"After his embarrassing defeat at the hands of a brave hero, the Demon Lord is back and ready for revenge… but after ten years apart, the hero, Max, isn’t the dashing do-gooder the Demon Lord remembers. In fact, Max has turned into a shut-in slob with no interest in an epic rematch. Can the Demon Lord whip his former nemesis back into shape, or will he be defeated by the hero-turned-couch-potato once again and join him in his lazy life?



(Source: HIDIVE)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx146836-UWMpVYgMcvwk.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/146836-VoARrslgMMkO.jpg,3.5,,,Lv1 Maou to One Room Yuusha,Demon Lord & One Room Hero (French),toufu,toufu,Houbunsha,ONGOING,"Seven Seas:  
The Demon Lord has been defeated by a brave warrior, but is destined to arise again! Ten years later, he emerges early from his slumber to exact his revenge. However, he returns to find that neither the world nor the legendary hero are what they once were. Can the powers of darkness triumph over a shut-in slob?

[Official Web Publication](https://comic-fuz.com/manga/1900)",https://cdn.mangaupdates.com/image/i500170.jpg,,3.5,,,Comedy;Ecchi;Fantasy;Romance;Seinen;Slice of Life;Action;Adventure,SILVER LINK.,,1,12,1,4,1,26,4,27,애니 시청 후 원작 4권 27화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 4, Chap 26 Page 38"
Isuca,イスカ,TVA,2015,10,COMPLETED,ARMS,"Shinichirou decides to look for a job in order to pay his rent, and his teacher suggests that he work for someone at their house,doing housekeeping. However, the person who hired him was Sakuya, a girl who is the 37th head of the Shimazu family, and her job is to exorcise and eliminate unwanted creatures. Shinichirou accidentally releases one of the creatures that Sakuya captures and they cooperate to catch it. A story of comedic creature hunting begins!",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20746-a6DKOfo2K49Z.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/n20746-hNsQJYugCA9y.jpg,2.7,,,Isuca,Isuca イスカ,TAKAHASHI Osamu,TAKAHASHI Osamu,Kadokawa Shoten,COMPLETED,"Shinichirou decides to look for a job in order to pay his rent, and his teacher suggests that he work for someone at their house, doing housekeeping. However, the person who hired him was Sakuya, a girl who is the 37th head of the Shimazu family, and her job is to exorcise and eliminate unwanted creatures. Shinichirou accidentally releases one of the creatures that Sakuya captures and they cooperate to catch it. A story of comedic creature hunting begins!

Note: Read [this](http://www.mangaupdates.com/showtopic.php?tid=49281) if you are confused about the chapter numbering.",https://cdn.mangaupdates.com/image/i256457.jpg,,3.8,,,Action;Comedy;Ecchi;Harem;Mature;Romance;School Life;Seinen;Supernatural,ARMS,,1,10,,,,,,,,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 Alternate Setting / 종료: None"
Astarotte's Toy,アスタロッテのおもちゃ！,TVA,2011,12,COMPLETED,diomedéa,"While job hunting, Naoya is taken by a mysterious girl to a magical land where he is installed in the harem of the succubus Princess Lotte. Thanks to trauma from her childhood, Lotte hates men and surrounds herself with lots of other women, who all have quirks of their own. In spite of her selfishness, when Naoya learns that Lotte is really quite lonely he agrees to stay in her world ...if he can bring his daughter Asuha with him.



(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx9736-pUzvtyNJWzY2.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/9736-aMXGpRK9yVmK.jpg,3.0,,,Lotte no Omocha!,Astarotte no Omocha!,HAGA Yui,HAGA Yui,MediaWorks,COMPLETED,"In the medieval fantasy world of Alfheimr, succubus princess Astarotte Ygvar--the first princess of the kingdom of Ygvar--has just reached the age of 10. In the coming years, it is necessary for succubi to obtain a male harem. To maintain their appearance, they must consume a substance only found on males called ""Sauzfryma"", better known as semen.   
The princess, however, detests males and will only agree to create a harem if a human male joins.",https://cdn.mangaupdates.com/image/i301111.png,,3.9,,,Comedy;Ecchi;Fantasy;Harem;Romance;Seinen,diomedéa,,1,12,,,,,,,,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: None"
,,,,,,,,,,,,,Left Fluke Public School,Escuela Privada Left Fluke,Chaing,Haeyun,Bomtoon,ONGOING,"8th year student, Holden Pilgrim has gone missing. As head of Gabriel House, it is Jade Devon’s duty to see to it that he’s found. But when the affable yet mysterious Lei gets involved, is he trying to help or hinder the investigation? Jade has seemingly caught Lei's eye but is this just an innocent attraction or is something more sinister lurking beneath the surface...?

**Original Webtoon:**  
[Bomtoon](https://www.bomtoon.com/detail/left_fluke_public_school), [Lezhin](https://www.lezhin.com/ko/comic/left_fluke_public_school)

**Official Translations:**  
[English](https://www.lezhinus.com/en/comic/leftfluke), [T.Chinese](https://www.bomtoon.tw/detail/left_fluke_public_school), [Thai](https://www.lezhinth.com/detail/left_fluke_public_school), [French](https://www.lezhinfr.com/detail/bt_1110920), [Spanish](https://www.lezhin.es/detail/escuela-privada-left-fluke), [German](https://www.lezhinde.com/detail/dbd_00322), [Japanese](https://www.beltoon.jp/detail/left_fluke_public_school)

*Note: The official English, French, Spanish, and T.Chinese translations are uncensored.*",https://cdn.mangaupdates.com/image/i487618.jpg,,3.3,,,Adult;Drama;Mature;Mystery;School Life;Smut;Yaoi,,,,,,,,,,,,,
The Duke of Death and His Maid,死神坊ちゃんと黒メイド,TVA,2021,12,COMPLETED,J.C.STAFF,"How can you fall in love when you can’t even hold hands? Due to a childhood curse, anything that the Duke touches will die—which makes his flirty maid’s behavior all the more shocking! Is there a way for the Duke and his companions to somehow break the curse, or is he doomed to a life where love is forever out of his reach?



(Source: Funimation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx129277-ou64knqN2eQT.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/129277-qlbNHKGvfr8f.jpg,3.7,,,Shinigami Bocchan to Kuro Maid,Le duc de la Mort et sa gouvernante obscure,INOUE Koharu,INOUE Koharu,Shogakukan,COMPLETED,"From Seven Seas:  
When the duke was a young boy, a witch cast a powerful curse upon him, making it so that any living thing he touched would die. Now a young man, he lives in a sprawling mansion with only servants for his companions: an elderly butler, and his childhood friend, a busty blonde maid named Alice. Despite the curse, Alice is constantly flirting with him and seems to delight in making him blush! But how close can they truly grow as long as the curse is in place?

[Official Japanese](https://www.sunday-webry.com/episode/3269754496499256899)",https://cdn.mangaupdates.com/image/i389790.jpg,,3.9,,,Comedy;Drama;Ecchi;Mystery;Romance;Shounen;Slice of Life;Supernatural,J.C.STAFF,,1,12,1,5,1,68,6,69,애니 시청 후 원작 6권 69화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 6, Chap 69 (S2) / Vol 11, Chap 142 (S3) / 종료: Vol 5, Chap 68 (S1) / Vol 10, Chap 141 (S2) / Vol 16, Chap 223 (S3)"
Trigun,TRIGUN,TVA,1998,26,COMPLETED,MADHOUSE,"Vash the Stampede is a wanted man with a habit of turning entire towns into rubble. The price on his head is a fortune, and his path of destruction reaches across the arid wastelands of a desert planet. Unfortunately, most encounters with the spiky-haired gunslinger don't end well for the bounty hunters who catch up with him; someone almost always gets hurt - and it's never Vash.



Oddly enough, for such an infamous fugitive, there's no proof that he's ever taken a life. In fact, he's a pacifist with a doughnut obsession who's more doofus than desperado. There's a whole lot more to him than his reputation lets on - Vash the Stampede definitely ain't your typical outlaw.



(Source: Funimation)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx6-wd4saT1JzStH.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/6-4pIR2RY8AHZ0.jpg,4.0,,,Trigun,Trigun: Deep Space Planet Future Gun Action!!,NIGHTOW Yasuhiro,NIGHTOW Yasuhiro,Tokuma Shoten,ONGOING,"Vash the Stampede, the legendary gunslinger who reduced one of the Seven Cities to ashes and is now wanted with a $$60 billion bounty on his head. He’s such a gentle man, you’d never guess he possessed such power. Today, he fights once again to protect innocent people!",https://cdn.mangaupdates.com/image/i524767.jpg,,3.1,,,Action;Adventure;Comedy;Drama;Mature;Sci-fi;Seinen;Supernatural;Sci-Fi,MADHOUSE,,1,26,,,,,,,,,
"Sayonara, Zetsubou-Sensei",さよなら絶望先生,TVA,2007,12,COMPLETED,Shaft,"Itoshiki Nozomu is always in despair! Even simple things like paying for the toll on the subway can send him to a despair so deep only attempted suicide is the answer. How Strange is it then, that he should be the teacher of a High School Class filled with students with even more emotional problems than his. This great Comedy will leave you in anything but 'Despair' as you meet each of his students and watch their wacky adventures.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx2605-euXOWMmXtZMe.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/2605.jpg,3.8,,,Sayonara Zetsubou-Sensei,Sayonara Monsieur Désespoir,KUMETA Kouji,KUMETA Kouji,Kodansha,ONGOING,"From Azuki:  
Nozomu Itoshiki is depressed. Very depressed. He's certifiably suicidal, but he's also the beloved schoolteacher of a class of unique students, each charming in her own way: The stalker. The shut-in. The obsessive-compulsive. The girl who comes to class every day with strange bruises. And Kafuka, the most optimistic girl in the world, who knows that every cloud has a silver lining. For all of them, it's a special time, when the right teacher can have a lasting positive effect on their lives. But is that teacher Itoshiki, a.k.a. Zetsubousensei, who just wants to find the perfect place to die?

Official English: [Azuki](https://www.azuki.co/series/sayonara-zetsubou-sensei), [INKR](https://inkr.com/title/795)

Note: Won the 31st Kodansha Manga Award in the Shounen category in 2007 (shared with [Dear Boys - Act II](https://www.mangaupdates.com/series.html?id=7837306849)).",https://cdn.mangaupdates.com/image/i292056.png,,4.1,,,Comedy;Drama;Harem;School Life;Shounen;Slice of Life,Shaft,,1,12,1,20,1,193,20,194,애니 시청 후 원작 20권 194화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / 종료: Vol 20, Chap 193 (S3+OVAs) Skipped chapters and out of order"
